"ä˙ä‘","çwì¸åèêî","íjê´","èóê´","íjê´(âÔàı)","íjê´(îÒâÔàı)","èóê´(âÔàı)","èóê´(îÒâÔàı)","çwì¸çáåv","çwì¸ïΩãœ"
"2024-06-10","3","0","1","0","0","1","0","33900","11300.0000"
"2024-06-11","79","0","19","0","0","19","0","742500","9398.7342"
"2024-06-12","14","0","2","0","0","2","0","130370","9312.1429"
"2024-06-13","8","0","1","0","0","1","0","81820","10227.5000"
"2024-06-14","8","0","2","0","0","2","0","87540","10942.5000"
"2024-06-15","1298","1","601","1","0","601","0","13471730","10378.8367"
"2024-06-16","90","0","20","0","0","20","0","867840","9642.6667"
"2024-06-17","7","0","1","0","0","1","0","91860","13122.8571"
"2024-06-18","7","0","1","0","0","1","0","73600","10514.2857"
"2024-06-19","19","0","5","0","0","5","0","183680","9667.3684"
"2024-06-20","8","0","3","0","0","3","0","101620","12702.5000"
"2024-06-21","18","0","2","0","0","2","0","208240","11568.8889"
"2024-06-22","174","0","65","0","0","65","0","1471860","8458.9655"
"2024-06-23","36","0","5","0","0","5","0","419340","11648.3333"
"2024-06-24","12","0","5","0","0","5","0","135820","11318.3333"
"2024-06-25","20","0","5","0","0","5","0","240740","12037.0000"
"2024-06-26","19","0","4","0","0","4","0","209420","11022.1053"
"2024-06-27","16","0","4","0","0","4","0","147620","9226.2500"
"2024-06-28","8","0","1","0","0","1","0","86000","10750.0000"
"2024-06-29","5","0","2","0","0","2","0","60900","12180.0000"
"2024-06-30","13","0","2","0","0","2","0","150420","11570.7692"
"2024-07-01","11","0","6","0","0","6","0","117400","10672.7273"
"2024-07-02","8","0","1","0","0","1","0","89300","11162.5000"
"2024-07-03","6","0","1","0","0","1","0","76600","12766.6667"
"2024-07-04","7","0","4","0","0","4","0","83720","11960.0000"
"2024-07-05","6","0","4","0","0","4","0","68240","11373.3333"
"2024-07-06","5","0","0","0","0","0","0","55400","11080.0000"
"2024-07-07","9","0","3","0","0","3","0","108960","12106.6667"
"2024-07-08","7","0","1","0","0","1","0","86800","12400.0000"
"2024-07-09","9","0","3","0","0","3","0","114020","12668.8889"
"2024-07-10","5","0","0","0","0","0","0","58620","11724.0000"
"2024-07-11","4","0","1","0","0","1","0","58400","14600.0000"
"2024-07-12","2","0","0","0","0","0","0","21500","10750.0000"
"2024-07-13","5","0","1","0","0","1","0","70800","14160.0000"
"2024-07-14","5","0","1","0","0","1","0","55400","11080.0000"
"2024-07-15","7","0","1","0","0","1","0","89220","12745.7143"
"2024-07-16","0","0","0","0","0","0","0","0","0"
"2024-07-17","3","0","0","0","0","0","0","24800","8266.6667"
"2024-07-18","6","0","2","0","0","2","0","74400","12400.0000"
"2024-07-19","3","0","2","0","0","2","0","33900","11300.0000"
"2024-07-20","7","0","3","0","0","3","0","81190","11598.5714"
"2024-07-21","1","0","1","0","0","1","0","12400","12400.0000"
"2024-07-22","3","0","0","0","0","0","0","37420","12473.3333"
"2024-07-23","27","0","9","0","0","9","0","284200","10525.9259"
"2024-07-24","11","0","5","0","0","5","0","136840","12440.0000"
"2024-07-25","2","0","0","0","0","0","0","25020","12510.0000"
"2024-07-26","4","0","0","0","0","0","0","49600","12400.0000"
"2024-07-27","2422","11","1319","11","0","1319","0","34300800","14162.1800"
"2024-07-28","437","0","141","0","0","141","0","3333420","7627.9634"
"2024-07-29","69","0","14","0","0","14","0","452780","6562.0290"
"2024-07-30","31","0","10","0","0","10","0","210160","6779.3548"
"2024-07-31","52","0","16","0","0","16","0","351760","6764.6154"
"2024-08-01","25","0","8","0","0","8","0","181960","7278.4000"
"2024-08-02","10","0","1","0","0","1","0","58880","5888.0000"
"2024-08-03","10","0","2","0","0","2","0","78020","7802.0000"
"2024-08-04","17","0","3","0","0","3","0","117300","6900.0000"
"2024-08-05","11","0","1","0","0","1","0","70620","6420.0000"
"2024-08-06","9","0","1","0","0","1","0","72000","8000.0000"
"2024-08-07","6","0","1","0","0","1","0","35020","5836.6667"
"2024-08-08","9","0","4","0","0","4","0","61110","6790.0000"
"2024-08-09","7","0","2","0","0","2","0","54020","7717.1429"
"2024-08-10","4","0","0","0","0","0","0","23200","5800.0000"
"2024-08-11","5","0","1","0","0","1","0","29000","5800.0000"
"2024-08-12","13","0","7","0","0","7","0","59240","4556.9231"
"2024-08-13","8","0","3","0","0","3","0","48220","6027.5000"
"2024-08-14","5","0","2","0","0","2","0","29220","5844.0000"
"2024-08-15","4","0","1","0","0","1","0","23200","5800.0000"
"2024-08-16","4","0","1","0","0","1","0","23420","5855.0000"
"2024-08-17","6","0","2","0","0","2","0","26090","4348.3333"
"2024-08-18","6","0","2","0","0","2","0","34800","5800.0000"
"2024-08-19","9","0","2","0","0","2","0","41260","4584.4444"
"2024-08-20","3","0","1","0","0","1","0","18420","6140.0000"
"2024-08-21","9","0","2","0","0","2","0","52640","5848.8889"
"2024-08-22","7","0","2","0","0","2","0","41040","5862.8571"
"2024-08-23","4","0","2","0","0","2","0","23420","5855.0000"
"2024-08-24","2785","6","1533","6","0","1533","0","47903320","17200.4740"
"2024-08-25","204","0","73","0","0","73","0","2500120","12255.4902"
"2024-08-26","29","0","6","0","0","6","0","305040","10518.6207"
"2024-08-27","16","0","6","0","0","6","0","151760","9485.0000"
"2024-08-28","58","0","16","0","0","16","0","620970","10706.3793"
"2024-08-29","26","0","7","0","0","7","0","219420","8439.2308"
"2024-08-30","27","0","4","0","0","4","0","183040","6779.2593"
"2024-08-31","34","1","12","1","0","12","0","259680","7637.6471"
"2024-09-01","24","0","9","0","0","9","0","191340","7972.5000"
"2024-09-02","16","0","5","0","0","5","0","49620","3101.2500"
"2024-09-03","21","0","7","0","0","7","0","130780","6227.6190"
"2024-09-04","23","0","6","0","0","6","0","180350","7841.3043"
"2024-09-05","23","0","7","0","0","7","0","224540","9762.6087"
"2024-09-06","8","0","5","0","0","5","0","67740","8467.5000"
"2024-09-07","11","0","2","0","0","2","0","89570","8142.7273"
"2024-09-08","7","0","2","0","0","2","0","55120","7874.2857"
"2024-09-09","7","0","1","0","0","1","0","53500","7642.8571"
"2024-09-10","10","0","2","0","0","2","0","79560","7956.0000"
"2024-09-11","10","0","3","0","0","3","0","64520","6452.0000"
"2024-09-12","17","0","4","0","0","4","0","121040","7120.0000"
"2024-09-13","9","0","1","0","0","1","0","62540","6948.8889"
"2024-09-14","96","0","34","0","0","34","0","1035740","10788.9583"
"2024-09-15","24","0","8","0","0","8","0","217300","9054.1667"
"2024-09-16","14","0","3","0","0","3","0","111120","7937.1429"
"2024-09-17","5","0","2","0","0","2","0","47040","9408.0000"
"2024-09-18","4","0","1","0","0","1","0","32220","8055.0000"
"2024-09-19","5","0","0","0","0","0","0","23200","4640.0000"
"2024-09-20","8","0","4","0","0","4","0","65100","8137.5000"
"2024-09-21","4624","16","2553","16","0","2553","0","91164800","19715.5709"
"2024-09-22","498","0","193","0","0","193","0","7250120","14558.4739"
"2024-09-23","100","0","28","0","0","28","0","1498610","14986.1000"
"2024-09-24","45","0","19","0","0","19","0","555360","12341.3333"
"2024-09-25","99","0","31","0","0","31","0","1093900","11049.4949"
"2024-09-26","74","0","29","0","0","29","0","833770","11267.1622"
"2024-09-27","69","1","31","1","0","31","0","613480","8891.0145"
"2024-09-28","246","0","101","0","0","101","0","2496510","10148.4146"
"2024-09-29","140","0","50","0","0","50","0","1423470","10167.6429"
"2024-09-30","87","0","30","0","0","30","0","766390","8809.0805"
"2024-10-01","203","0","88","0","0","88","0","1929170","9503.3005"
"2024-10-02","182","0","98","0","0","98","0","1645040","9038.6813"
"2024-10-03","114","0","47","0","0","47","0","1226440","10758.2456"
"2024-10-04","90","0","36","0","0","36","0","882690","9807.6667"
"2024-10-05","154","0","66","0","0","66","0","1554180","10092.0779"
"2024-10-06","210","0","102","0","0","102","0","2049160","9757.9048"
"2024-10-07","27","0","7","0","0","7","0","300520","11130.3704"
"2024-10-08","44","0","11","0","0","11","0","499900","11361.3636"
"2024-10-09","26","0","6","0","0","6","0","468400","18015.3846"
"2024-10-10","23","0","4","0","0","4","0","326700","14204.3478"
"2024-10-11","17","0","6","0","0","6","0","183060","10768.2353"
"2024-10-12","32","0","10","0","0","10","0","469840","14682.5000"
"2024-10-13","27","0","7","0","0","7","0","317860","11772.5926"
"2024-10-14","30","0","10","0","0","10","0","359900","11996.6667"
"2024-10-15","27","0","6","0","0","6","0","333980","12369.6296"
"2024-10-16","19","0","8","0","0","8","0","256280","13488.4211"
"2024-10-17","22","0","7","0","0","7","0","246620","11210.0000"
"2024-10-18","12","0","6","0","0","6","0","103540","8628.3333"
"2024-10-19","19","0","6","0","0","6","0","186100","9794.7368"
"2024-10-20","21","0","12","0","0","12","0","276900","13185.7143"
"2024-10-21","23","1","9","1","0","9","0","266560","11589.5652"
"2024-10-22","545","6","378","6","0","378","0","9798820","17979.4862"
"2024-10-23","74","0","48","0","0","48","0","1269550","17156.0811"
"2024-10-24","94","1","58","1","0","58","0","1429220","15204.4681"
"2024-10-25","12","0","5","0","0","5","0","114320","9526.6667"
"2024-10-26","4056","10","2091","10","0","2091","0","69379630","17105.4315"
"2024-10-27","594","0","181","0","0","181","0","9903880","16673.1987"
"2024-10-28","122","0","34","0","0","34","0","2048610","16791.8852"
"2024-10-29","81","0","20","0","0","20","0","1378540","17019.0123"
"2024-10-30","112","0","34","0","0","34","0","1754120","15661.7857"
"2024-10-31","76","0","19","0","0","19","0","1007690","13259.0789"
"2024-11-01","97","0","27","0","0","27","0","1338490","13798.8660"
"2024-11-02","91","0","22","0","0","22","0","1430390","15718.5714"
"2024-11-03","47","1","8","1","0","8","0","720410","15327.8723"
"2024-11-04","107","0","47","0","0","47","0","1605210","15001.9626"
"2024-11-05","38","0","12","0","0","12","0","457170","12030.7895"
"2024-11-06","63","0","15","0","0","15","0","976700","15503.1746"
"2024-11-07","48","0","12","0","0","12","0","787680","16410.0000"
"2024-11-08","64","0","17","0","0","17","0","1065040","16641.2500"
"2024-11-09","53","0","12","0","0","12","0","920880","17375.0943"
"2024-11-10","53","0","10","0","0","10","0","1097420","20706.0377"
"2024-11-11","48","0","11","0","0","11","0","778870","16226.4583"
"2024-11-12","32","0","8","0","0","8","0","513650","16051.5625"
"2024-11-13","36","1","7","1","0","7","0","546730","15186.9444"
"2024-11-14","47","0","13","0","0","13","0","837430","17817.6596"
"2024-11-15","63","0","12","0","0","12","0","933730","14821.1111"
"2024-11-16","59","0","13","0","0","13","0","1007980","17084.4068"
"2024-11-17","68","0","16","0","0","16","0","1255810","18467.7941"
"2024-11-18","132","0","57","0","0","57","0","1792670","13580.8333"
"2024-11-19","606","2","410","2","0","410","0","13855840","22864.4224"
"2024-11-20","121","0","54","0","0","54","0","2514360","20779.8347"
"2024-11-21","134","0","64","0","0","64","0","2491040","18589.8507"
"2024-11-22","57","0","19","0","0","19","0","914450","16042.9825"
"2024-11-23","4326","23","2354","23","0","2354","0","84944220","19635.7420"
"2024-11-24","366","0","117","0","0","117","0","7888010","21551.9399"
"2024-11-25","135","0","31","0","0","31","0","2603020","19281.6296"
"2024-11-26","88","0","18","0","0","18","0","1846850","20986.9318"
"2024-11-27","132","0","41","0","0","41","0","2331910","17665.9848"
"2024-11-28","109","0","26","0","0","26","0","2213800","20310.0917"
"2024-11-29","57","0","18","0","0","18","0","1203890","21120.8772"
"2024-11-30","72","0","17","0","0","17","0","1422960","19763.3333"
"2024-12-01","79","1","16","1","0","16","0","1501620","19007.8481"
"2024-12-02","75","0","27","0","0","27","0","1134450","15126.0000"
"2024-12-03","75","0","23","0","0","23","0","1236910","16492.1333"
"2024-12-04","65","0","21","0","0","21","0","836660","12871.6923"
"2024-12-05","55","0","24","0","0","24","0","1032310","18769.2727"
"2024-12-06","58","0","28","0","0","28","0","828030","14276.3793"
"2024-12-07","61","0","13","0","0","13","0","1376360","22563.2787"
"2024-12-08","71","0","16","0","0","16","0","1290140","18170.9859"
"2024-12-09","40","0","9","0","0","9","0","773780","19344.5000"
"2024-12-10","41","0","13","0","0","13","0","760750","18554.8780"
"2024-12-11","46","0","7","0","0","7","0","878520","19098.2609"
"2024-12-12","39","0","10","0","0","10","0","765670","19632.5641"
"2024-12-13","55","0","16","0","0","16","0","1036790","18850.7273"
"2024-12-14","48","0","13","0","0","13","0","1075850","22413.5417"
"2024-12-15","58","0","19","0","0","19","0","1131150","19502.5862"
"2024-12-16","42","0","8","0","0","8","0","756430","18010.2381"
"2024-12-17","27","0","7","0","0","7","0","555960","20591.1111"
"2024-12-18","34","0","12","0","0","12","0","649660","19107.6471"
"2024-12-19","23","0","5","0","0","5","0","413910","17996.0870"
"2024-12-20","28","0","8","0","0","8","0","477580","17056.4286"
"2024-12-21","18","0","5","0","0","5","0","330890","18382.7778"
"2024-12-22","27","0","6","0","0","6","0","498370","18458.1481"
"2024-12-23","118","0","28","0","0","28","0","2057230","17434.1525"
"2024-12-24","21","0","8","0","0","8","0","348100","16576.1905"
"2024-12-25","26","0","6","0","0","6","0","433150","16659.6154"
"2024-12-26","22","0","6","0","0","6","0","454300","20650.0000"
"2024-12-27","23","1","4","1","0","4","0","357340","15536.5217"
"2024-12-28","13","0","4","0","0","4","0","253380","19490.7692"
"2024-12-29","13","0","2","0","0","2","0","211360","16258.4615"
"2024-12-30","9","0","2","0","0","2","0","148340","16482.2222"
"2024-12-31","9","0","3","0","0","3","0","174300","19366.6667"
"2025-01-01","11","0","7","0","0","7","0","204710","18610.0000"
"2025-01-02","8","0","0","0","0","0","0","117020","14627.5000"
"2025-01-03","6","0","1","0","0","1","0","89140","14856.6667"
"2025-01-04","7","0","1","0","0","1","0","171500","24500.0000"
"2025-01-05","11","0","3","0","0","3","0","152020","13820.0000"
"2025-01-06","13","0","3","0","0","3","0","267740","20595.3846"
"2025-01-07","38","1","16","1","0","16","0","551500","14513.1579"
"2025-01-08","8","0","2","0","0","2","0","133960","16745.0000"
"2025-01-09","13","0","5","0","0","5","0","213120","16393.8462"
"2025-01-10","15","0","5","0","0","5","0","223430","14895.3333"
"2025-01-11","54","0","26","0","0","26","0","966490","17897.9630"
"2025-01-12","8","0","2","0","0","2","0","134620","16827.5000"
"2025-01-13","7","0","0","0","0","0","0","116720","16674.2857"
"2025-01-14","4","0","1","0","0","1","0","53150","13287.5000"
"2025-01-15","11","0","1","0","0","1","0","176140","16012.7273"
"2025-01-16","11","0","1","0","0","1","0","206690","18790.0000"
"2025-01-17","9","0","3","0","0","3","0","136740","15193.3333"
"2025-01-18","32","1","15","1","0","15","0","335530","10485.3125"
"2025-01-19","6","0","2","0","0","2","0","129070","21511.6667"
"2025-01-20","5","0","1","0","0","1","0","87740","17548.0000"
"2025-01-21","8","0","1","0","0","1","0","163800","20475.0000"
"2025-01-22","7","0","0","0","0","0","0","102200","14600.0000"
"2025-01-23","7","0","0","0","0","0","0","126620","18088.5714"
"2025-01-24","4","0","0","0","0","0","0","54220","13555.0000"
"2025-01-25","0","0","0","0","0","0","0","0","0"
"2025-01-26","7","0","0","0","0","0","0","129920","18560.0000"
"2025-01-27","5","0","1","0","0","1","0","100720","20144.0000"
"2025-01-28","17","0","8","0","0","8","0","234890","13817.0588"
"2025-01-29","9","0","1","0","0","1","0","147680","16408.8889"
"2025-01-30","14","0","1","0","0","1","0","184300","13164.2857"
"2025-01-31","7","0","1","0","0","1","0","81660","11665.7143"
"2025-02-01","6","0","1","0","0","1","0","84740","14123.3333"
"2025-02-02","17","0","6","0","0","6","0","215530","12678.2353"
"2025-02-03","10","0","3","0","0","3","0","146220","14622.0000"
"2025-02-04","7","0","3","0","0","3","0","108140","15448.5714"
"2025-02-05","7","0","2","0","0","2","0","60100","8585.7143"
"2025-02-06","6","0","1","0","0","1","0","68020","11336.6667"
"2025-02-07","5","0","3","0","0","3","0","77620","15524.0000"
"2025-02-08","6664","24","3623","24","0","3623","0","103962050","15600.5477"
"2025-02-09","552","0","189","0","0","189","0","5836870","10574.0399"
"2025-02-10","76","0","27","0","0","27","0","708650","9324.3421"
"2025-02-11","62","0","16","0","0","16","0","630090","10162.7419"
"2025-02-12","751","0","368","0","0","368","0","9329150","12422.3036"
"2025-02-13","265","0","114","0","0","114","0","3052580","11519.1698"
"2025-02-14","73","0","31","0","0","31","0","846110","11590.5479"
"2025-02-15","86","1","32","1","0","32","0","958140","11141.1628"
"2025-02-16","66","0","26","0","0","26","0","769010","11651.6667"
"2025-02-17","29","0","13","0","0","13","0","203390","7013.4483"
"2025-02-18","34","0","16","0","0","16","0","150470","4425.5882"
"2025-02-19","30","0","13","0","0","13","0","113680","3789.3333"
"2025-02-20","21","0","7","0","0","7","0","192840","9182.8571"
"2025-02-21","26","0","11","0","0","11","0","263530","10135.7692"
"2025-02-22","14","0","6","0","0","6","0","138070","9862.1429"
"2025-02-23","19","0","5","0","0","5","0","214810","11305.7895"
"2025-02-24","9","0","3","0","0","3","0","106980","11886.6667"
"2025-02-25","18","0","6","0","0","6","0","159350","8852.7778"
"2025-02-26","7","0","2","0","0","2","0","43000","6142.8571"
"2025-02-27","10","0","2","0","0","2","0","142900","14290.0000"
"2025-02-28","11","0","8","0","0","8","0","83140","7558.1818"
"2025-03-01","12","0","6","0","0","6","0","122950","10245.8333"
"2025-03-02","10","1","3","1","0","3","0","130270","13027.0000"
"2025-03-03","10","0","4","0","0","4","0","116990","11699.0000"
"2025-03-04","13","0","7","0","0","7","0","141570","10890.0000"
"2025-03-05","7","0","3","0","0","3","0","76020","10860.0000"
"2025-03-06","127","0","56","0","0","56","0","1690190","13308.5827"
"2025-03-07","7","0","3","0","0","3","0","69890","9984.2857"
"2025-03-08","155","0","70","0","0","70","0","1267610","8178.1290"
"2025-03-09","43","0","24","0","0","24","0","366880","8532.0930"
"2025-03-10","19","0","9","0","0","9","0","162510","8553.1579"
"2025-03-11","15","0","5","0","0","5","0","173270","11551.3333"
"2025-03-12","19","0","8","0","0","8","0","167320","8806.3158"
"2025-03-13","23","0","6","0","0","6","0","253850","11036.9565"
"2025-03-14","11","0","7","0","0","7","0","96800","8800.0000"
"2025-03-15","14","0","3","0","0","3","0","142800","10200.0000"
"2025-03-16","16","0","6","0","0","6","0","168700","10543.7500"
"2025-03-17","17","0","3","0","0","3","0","163060","9591.7647"
"2025-03-18","31","0","9","0","0","9","0","394080","12712.2581"
"2025-03-19","15","0","5","0","0","5","0","151240","10082.6667"
"2025-03-20","17","0","7","0","0","7","0","184070","10827.6471"
"2025-03-21","14","0","8","0","0","8","0","163620","11687.1429"
"2025-03-22","6573","20","3600","20","0","3600","0","98692260","15014.7969"
"2025-03-23","378","0","111","0","0","111","0","5049650","13358.8624"
"2025-03-24","61","0","28","0","0","28","0","920770","15094.5902"
"2025-03-25","36","0","12","0","0","12","0","503710","13991.9444"
"2025-03-26","1219","1","498","1","0","498","0","14497240","11892.7317"
"2025-03-27","581","1","203","1","0","203","0","7197290","12387.7625"
"2025-03-28","299","0","128","0","0","128","0","3921920","13116.7893"
"2025-03-29","323","0","129","0","0","129","0","3872760","11989.9690"
"2025-03-30","915","0","437","0","0","437","0","11668190","12752.1202"
"2025-03-31","44","0","20","0","0","20","0","354800","8063.6364"
"2025-04-01","36","0","16","0","0","16","0","382240","10617.7778"
"2025-04-02","15","0","5","0","0","5","0","213200","14213.3333"
"2025-04-03","21","0","15","0","0","15","0","251360","11969.5238"
"2025-04-04","18","0","8","0","0","8","0","231780","12876.6667"
"2025-04-05","31","0","13","0","0","13","0","402580","12986.4516"
"2025-04-06","25","0","10","0","0","10","0","317590","12703.6000"
"2025-04-07","10","0","3","0","0","3","0","150540","15054.0000"
"2025-04-08","22","0","11","0","0","11","0","230900","10495.4545"
"2025-04-09","13","0","2","0","0","2","0","181660","13973.8462"
"2025-04-10","11","0","1","0","0","1","0","142370","12942.7273"
"2025-04-11","13","0","7","0","0","7","0","131560","10120.0000"
"2025-04-12","20","0","6","0","0","6","0","293100","14655.0000"
"2025-04-13","15","0","6","0","0","6","0","213720","14248.0000"
"2025-04-14","11","0","6","0","0","6","0","139700","12700.0000"
"2025-04-15","18","0","7","0","0","7","0","252160","14008.8889"
"2025-04-16","12","0","5","0","0","5","0","151440","12620.0000"
"2025-04-17","11","0","2","0","0","2","0","137640","12512.7273"
"2025-04-18","43","0","21","0","0","21","0","574230","13354.1860"
"2025-04-19","11","0","4","0","0","4","0","160820","14620.0000"
"2025-04-20","12","0","2","0","0","2","0","160460","13371.6667"
"2025-04-21","10","0","3","0","0","3","0","119380","11938.0000"
"2025-04-22","7","0","4","0","0","4","0","102860","14694.2857"
"2025-04-23","11","0","4","0","0","4","0","197340","17940.0000"
"2025-04-24","11","0","4","0","0","4","0","174380","15852.7273"
"2025-04-25","2","0","0","0","0","0","0","25900","12950.0000"
"2025-04-26","10","0","4","0","0","4","0","120920","12092.0000"
"2025-04-27","2","0","1","0","0","1","0","21500","10750.0000"
"2025-04-28","8","0","2","0","0","2","0","76600","9575.0000"
"2025-04-29","10","0","4","0","0","4","0","138300","13830.0000"
"2025-04-30","10","0","2","0","0","2","0","178890","17889.0000"
"2025-05-01","14","0","5","0","0","5","0","205420","14672.8571"
"2025-05-02","9","0","4","0","0","4","0","104040","11560.0000"
"2025-05-03","8","0","2","0","0","2","0","109760","13720.0000"
"2025-05-04","6","0","2","0","0","2","0","75500","12583.3333"
"2025-05-05","8","0","0","0","0","0","0","141770","17721.2500"
"2025-05-06","5","0","2","0","0","2","0","75200","15040.0000"
"2025-05-07","2","0","0","0","0","0","0","17020","8510.0000"
"2025-05-08","3","0","1","0","0","1","0","38300","12766.6667"
"2025-05-09","7","0","2","0","0","2","0","90900","12985.7143"
"2025-05-10","4","0","0","0","0","0","0","39920","9980.0000"
"2025-05-11","7","0","4","0","0","4","0","84600","12085.7143"
"2025-05-12","4","0","1","0","0","1","0","55320","13830.0000"
"2025-05-13","6","0","2","0","0","2","0","81440","13573.3333"
"2025-05-14","7","0","2","0","0","2","0","100000","14285.7143"
"2025-05-15","7","0","2","0","0","2","0","99340","14191.4286"
"2025-05-16","10","1","4","1","0","4","0","332450","33245.0000"
"2025-05-17","6602","24","3424","24","0","3424","0","127256190","19275.3999"
"2025-05-18","451","0","164","0","0","164","0","5370530","11908.0488"
"2025-05-19","67","0","20","0","0","20","0","762160","11375.5224"
"2025-05-20","62","1","21","1","0","21","0","666170","10744.6774"
"2025-05-21","118","0","53","0","0","53","0","1252970","10618.3898"
"2025-05-22","74","0","35","0","0","35","0","614890","8309.3243"
"2025-05-23","861","2","364","2","0","364","0","9720270","11289.5122"
"2025-05-24","762","0","344","0","0","344","0","8599200","11285.0394"
"2025-05-25","1165","0","567","0","0","567","0","14193880","12183.5880"
"2025-05-26","54","0","17","0","0","17","0","520010","9629.8148"
"2025-05-27","24","0","12","0","0","12","0","192650","8027.0833"
"2025-05-28","24","0","12","0","0","12","0","175740","7322.5000"
"2025-05-29","31","0","16","0","0","16","0","245130","7907.4194"
"2025-05-30","18","0","11","0","0","11","0","123450","6858.3333"
"2025-05-31","13","0","7","0","0","7","0","135900","10453.8462"
"2025-06-01","14","0","3","0","0","3","0","143570","10255.0000"
"2025-06-02","7","0","2","0","0","2","0","41270","5895.7143"
"2025-06-03","10","0","2","0","0","2","0","90780","9078.0000"
"2025-06-04","7","0","4","0","0","4","0","60320","8617.1429"
"2025-06-05","9","0","4","0","0","4","0","85920","9546.6667"
"2025-06-06","7","0","3","0","0","3","0","59220","8460.0000"
"2025-06-07","1","0","0","0","0","0","0","9430","9430.0000"
"2025-06-08","4","0","0","0","0","0","0","25400","6350.0000"
"2025-06-09","6","1","2","1","0","2","0","51630","8605.0000"
"2025-06-10","2","0","2","0","0","2","0","18860","9430.0000"
"2025-06-11","3","0","1","0","0","1","0","35550","11850.0000"
"2025-06-12","5","0","3","0","0","3","0","69480","13896.0000"
"2025-06-13","7","0","3","0","0","3","0","92080","13154.2857"
"2025-06-14","2","0","0","0","0","0","0","26230","13115.0000"
"2025-06-15","4","0","1","0","0","1","0","41900","10475.0000"
"2025-06-16","2","0","0","0","0","0","0","33600","16800.0000"
"2025-06-17","2","0","1","0","0","1","0","26230","13115.0000"
"2025-06-18","5","0","1","0","0","1","0","56830","11366.0000"
"2025-06-19","2","0","1","0","0","1","0","18530","9265.0000"
"2025-06-20","2","0","1","0","0","1","0","9430","4715.0000"
"2025-06-21","1","0","0","0","0","0","0","17020","17020.0000"
"2025-06-22","3","0","2","0","0","2","0","43030","14343.3333"
"2025-06-23","0","0","0","0","0","0","0","0","0"
"2025-06-24","0","0","0","0","0","0","0","0","0"
"2025-06-25","1","0","1","0","0","1","0","9430","9430.0000"
"2025-06-26","2","0","2","0","0","2","0","16800","8400.0000"
"2025-06-27","0","0","0","0","0","0","0","0","0"
"2025-06-28","2","0","1","0","0","1","0","26230","13115.0000"
"2025-06-29","8","0","2","0","0","2","0","122850","15356.2500"
"2025-06-30","4","0","4","0","0","4","0","33600","8400.0000"
"2025-07-01","12","0","2","0","0","2","0","159170","13264.1667"
"2025-07-02","12","0","6","0","0","6","0","126030","10502.5000"
"2025-07-03","2","0","1","0","0","1","0","26230","13115.0000"
"2025-07-04","1","0","0","0","0","0","0","9650","9650.0000"
"2025-07-05","2","0","0","0","0","0","0","29200","14600.0000"
"2025-07-06","0","0","0","0","0","0","0","0","0"
"2025-07-07","1","0","0","0","0","0","0","20100","20100.0000"
"2025-07-08","2","0","1","0","0","1","0","26230","13115.0000"
"2025-07-09","3288","5","1777","5","0","1777","0","52555720","15984.0998"
"2025-07-10","278","0","111","0","0","111","0","2761020","9931.7266"
"2025-07-11","278","1","148","1","0","148","0","3267570","11753.8489"
"2025-07-12","136","0","73","0","0","73","0","1741070","12801.9853"
"2025-07-13","88","0","42","0","0","42","0","989010","11238.7500"
"2025-07-14","68","0","32","0","0","32","0","478640","7038.8235"
"2025-07-15","40","0","26","0","0","26","0","426630","10665.7500"
"2025-07-16","37","0","19","0","0","19","0","365690","9883.5135"
"2025-07-17","35","0","17","0","0","17","0","280040","8001.1429"
"2025-07-18","48","0","15","0","0","15","0","416320","8673.3333"
"2025-07-19","27","0","9","0","0","9","0","239540","8871.8519"
"2025-07-20","27","0","16","0","0","16","0","333920","12367.4074"
"2025-07-21","13","0","3","0","0","3","0","127760","9827.6923"
"2025-07-22","74","0","40","0","0","40","0","677040","9149.1892"
"2025-07-23","22","0","11","0","0","11","0","278330","12651.3636"
"2025-07-24","12","0","6","0","0","6","0","187960","15663.3333"
"2025-07-25","11","0","1","0","0","1","0","146080","13280.0000"
"2025-07-26","10","0","4","0","0","4","0","147870","14787.0000"
"2025-07-27","17","0","7","0","0","7","0","237970","13998.2353"
"2025-07-28","12","0","4","0","0","4","0","150120","12510.0000"
"2025-07-29","21","0","5","0","0","5","0","217120","10339.0476"
"2025-07-30","14","0","7","0","0","7","0","155010","11072.1429"
"2025-07-31","25","0","11","0","0","11","0","301310","12052.4000"
"2025-08-01","29","0","15","0","0","15","0","368400","12703.4483"
"2025-08-02","21","0","10","0","0","10","0","262160","12483.8095"
"2025-08-03","14","0","6","0","0","6","0","169420","12101.4286"
"2025-08-04","9","0","0","0","0","0","0","92350","10261.1111"
"2025-08-05","19","0","8","0","0","8","0","226800","11936.8421"
"2025-08-06","35","0","11","0","0","11","0","399850","11424.2857"
"2025-08-07","15","0","4","0","0","4","0","184570","12304.6667"
"2025-08-08","15","0","6","0","0","6","0","168790","11252.6667"
"2025-08-09","15","0","6","0","0","6","0","170050","11336.6667"
"2025-08-10","17","0","6","0","0","6","0","213880","12581.1765"
"2025-08-11","15","0","7","0","0","7","0","156850","10456.6667"
"2025-08-12","10","0","6","0","0","6","0","120040","12004.0000"
"2025-08-13","6","0","0","0","0","0","0","63950","10658.3333"
"2025-08-14","8","0","3","0","0","3","0","75000","9375.0000"
